SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,IMG_URL,DESCRIPTION
Tadorna cana,South African Shelduck,soashe1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/47235121/1800,"A mostly rusty-colored waterfowl. Male has a gray neck and head; female similar with a whitish face. Resident and nomadic throughout its range, preferring estuaries, rivers, and impoundments within arid zones. Gives a honk call. Egyptian Goose is similar, but larger, with a brown blotch in the middle of the chest and a different head pattern that includes a tawny eye surrounded by an expanded rusty eye-ring. Egyptian Goose honk is higher and harsher than this species."
Tadorna tadornoides,Australian Shelduck,ausshe1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/106084761/1800,"Large rusty brown and black duck with extensive white in wings. Female has white around eye and bill, while male has an all-black head. Often found around coastal marshland and surrounding pasture, but also in drier areas in small groups around small farm dams. Usual range is southern Australia (both east and west), but occasional records from farther north."
Tadorna variegata,Paradise Shelduck,parshe1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/86718931/1800,"Large, colorful duck, endemic to New Zealand. Sexes told apart by head color; male has a black head with slight green iridescence, female has a white head and upper neck. Note the large white wing patch on the outer wing of both sexes in flight. Widely distributed throughout New Zealand. Utilizes rivers, wetlands, and lakes, as well as open grassy areas and farmland. Noisy; males give loud honking alarm calls, while females are higher-pitched. Found in pairs or in large flocks, especially post-breeding. Distinguishable from vagrant Australian Shelducks by absence of white neck ring, chestnut or buff breast, and black undertail."
Tadorna tadorna,Common Shelduck,comshe,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/43400091/1800,"Distinctive, large, rather gooselike duck of coastal wetlands, tidal mudflats, and nearby grassy fields. Striking plumage often looks simply black-and-white; at close range, head is deep glossy green, broad breast band dark rusty. Male has raised knob at base of red bill; juvenile duller overall, with whitish face and eyering. Less numerous and more local inland at lakes and along rivers. Often seen walking and grazing, at times in flocks."
Plectropterus gambensis,Spur-winged Goose,spwgoo1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/204590771/1800,"A massive, long-necked,mostly black waterfowl with varying amounts of white on the head, belly, and wings. It has a warty red bill, face, and legs. In flight, the white forewings combined with the black body differentiate it from other regional waterfowl. The male is much larger than the female. It forages mostly for plant matter in a variety of wetland habitats and moist grasslands. Size and plumage make it distinctive amongst African waterfowl."
Tachyeres patachonicus,Flying Steamer-Duck,flystd1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/76700661/1800,"A large, heavily built duck that is fairly common along rocky seacoasts and on lakes near the coast; also local and uncommon on larger lakes farther inland. Despite the name, rarely seen in flight; more often seen thrashing through the water like an old paddle steamer boat, hence the name. Male’s bill is mostly orange, while the female’s bill is mostly greenish. Plumage of both sexes is duller gray or brownish gray compared to Flightless Steamer-Duck; the two species sometimes occur together, but Flightless tends to be warier."
Tachyeres pteneres,Flightless Steamer-Duck,flistd1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/222596181/1800,"A large heavily built duck that is uncommon to fairly common along rocky seacoasts; not found on lakes, unlike Flying Steamer-Duck. Both sexes are steely blue-gray overall, brighter than Flying Steamer-Duck, with a stouter and deeper-based bill. The bill of both male and female is bright orange in the southern parts of its range, but is orange with a greenish distal patch around Chiloé Island (likely a different species). The bill of juvenile birds is duller grayish to dull yellowish; attains adult color by winter."
Tachyeres brachypterus,Falkland Steamer-Duck,falstd1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/612767229/1800,"A large and flightless, grayish, heavy-set duck. Adult males have a bright orange bill; in females and juveniles, the bill is olive-green. Very similar to Flying Steamer-duck, and not easily identified; look for shorter, stunted wings and tail and thicker neck and bill. Found along the coast, where it favors small rocky islands, as well as sheltered inlets and bays. Also inhabits coastal ponds, but doesn’t venture farther inland, unlike Flying Steamer-Duck."
Tachyeres leucocephalus,White-headed Steamer-Duck,whhstd1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/119180351/1800,"Large, flightless sea duck of the coast of Chubut and Santa Cruz provinces of SE Argentina. From Flying Steamer Duck by White-headed’s pale head, large size, and massive bill. Spends most of time near shore foraging for molluscs and crustaceans by diving. Often in small groups, sometimes mixed with smaller Flying Steamer-Duck."
Lophonetta specularioides,Crested Duck,creduc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/46736761/1800,"A distinctive, rather large duck that is common in wetlands, lakes, bogs, slow-moving rivers, and along seacoasts. Sexes look alike: grayish brown overall with bold pale dappling on sides of body, a darker face, and a short bushy crest (often hard to see); bill and legs dark gray. In flight, note the big white panel on the trailing edge of the wing (similar to Flying Steamer-Duck, which is heavier bodied and is rarely seen in flight). Eyes typically reddish in Patagonia and orangish in northern Andes."
Speculanas specularis,Spectacled Duck,speduc2,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/22488421/1800,"A handsome, generally uncommon, and rather shy duck of quiet vegetated lakes, forested rivers, and marshy wetlands; no similar species in range. Usually found in pairs or family groups, sometimes associating with other ducks but as often slightly separate. Sexes look alike with a bold white face patch (“spectacle”), a white collar, and orange legs. The large purplish or bronzy wing panel is often hidden when swimming (an old name for this bird was Bronze-winged Duck)."
Cairina moschata,Muscovy Duck,musduc,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/204580681/1800,"Large, hefty duck that has wild and domestic types. Wild birds are dark blackish overall with iridescent green and bronze, especially on the wings. Look for bold white wing patches in flight and red warts on the face (more extensive on males). Tends to be shy and most often seen in flight over extensive wetlands or along large rivers. Occurs extensively throughout Middle and South America, but typically scarce. Very restricted range in the U.S., only known from the Rio Grande Valley in Texas. Domestic birds, on the other hand, are regularly found walking around in parks and farms, looking for scraps of food and chasing native waterfowl. Plumage varies from all white to all black, typically with more extensive red warts on the face than wild birds. There is a well-established feral population in Florida, with smaller domestic populations spread across the globe."
Nettapus pulchellus,Green Pygmy-Goose,grnpyg1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/117476591/1800,"Tiny duck. Male has dark green head and neck with a white cheek-flash. Female lacks the dark head and neck, but has a strong dark eye-line continuing back to nape. Usually found in tropical freshwater wetlands across northern Australia."
Nettapus coromandelianus,Cotton Pygmy-Goose,copgoo1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/104945101/1800,"Tiny duck. Male has a bright white head and neck with a dark crown and eyes. Female is plainer, with a strong dark eye-line that does not continue back to the nape. In flight, females have thin white edges on the trailing edge of the wings, while males have big white slashes on the wings. Usually seen swimming in freshwater wetlands, including small ponds and farm dams, especially those with extensive floating vegetation."
Nettapus auritus,African Pygmy-Goose,afrpyg1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/21635671/1800,"Colorful miniature waterfowl that is smaller than most ducks. Both sexes have rufous underparts, a dark back, white on the face, and white on the wing in flight. Males have a green patch on the back of the head and a yellow bill; females have a black-and-white head and a dark bill. Found in freshwater wetlands with floating vegetation, especially water lilies. Shy and inconspicuous, as it generally avoids open water. Voice is a high-pitched squeaking. Small size and bold and colorful plumage separate it from other waterfowl."
Callonetta leucophrys,Ringed Teal,rintea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/102905641/1800,"Small distinctive duck. Males have a pinkish breast that is spotted in black with a rich chestnut wing and a metallic green patch on the flight feathers. Note the blue bill. Females have a striking brown-and-white face pattern, and are mostly brown above and mottled or banded brown below. In flight shows dark wings with white-and-green bands. Occurs in marshes and swamps with abundant vegetation; can be even seen perched on fences or low trees."
Aix sponsa,Wood Duck,wooduc,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/35998481/1800,"Breeding males are stunning with ornate, colorful patterns visible up close; appears dark overall at a distance. Females gray-brown with thin white eyering. Crest on head. Found in wetlands and flooded woods. Flies through trees with exceptional maneuverability, thanks to its long tail. Often shy and quick to flush. Call is a loud, screeching whistle."
Aix galericulata,Mandarin Duck,manduc,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/86109331/1800,"Small exotic-looking duck found at lakes and parks, usually with nearby trees. Male very ornate with big orangey ""sail fins"" on the back, streaked orangey cheeks, and a small red bill with a whitish tip. Female has narrow white spectacles on shaggy gray head, bold pale dappled spots along flanks, and pale bill tip. Mainly found in pairs or singly, but will gather in larger flocks over the winter; perches readily in trees over water. Native to East Asia, but has established feral populations throughout Western Europe."
Chenonetta jubata,Maned Duck,manduc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/50526051/1800,"Small upright duck. Male is gray with a brown head, while the female is more heavily marked with pale marks on face. Nests in tree-hollows and can be quite noisy when perched up in the branches. Often abundant in urban parklands and grassy areas."
Amazonetta brasiliensis,Brazilian Teal,bratea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/58335701/1800,"Small, fairly common duck. Brownish at rest with a dark face, but striking in flight with a white inner wing panel contrasting with an iridescent dark green outer wing. Males have an orange bill, blue-gray in females. Encountered on lakes, ponds, rivers, marshy areas, and occasionally in more saline waters."
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/45397501/1800,"Endemic to New Zealand. Uniformly slate-blue duck with chestnut spotting on the breast. Bill is pale pink with a black tip. Males larger than females, with more breast spotting and more prominent green iridescence on the head, neck, and back. Found on clear, fast-flowing mountain streams. The Maori name, whio, is derived from the male’s high-pitched, wheezy whistle. Female’s call is a low rasping growl, often in response to disturbance. Readily distinguished from Pacific Black Duck or Mallard by uniform coloration and, if on the water, prominent tail tilted upward and head held erect."
Merganetta armata,Torrent Duck,torduc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/243934231/1800,"An amazing duck of fast-flowing Andean rivers and streams. Usually seen as singles or pairs resting on rocks in rushing water and not associating with other ducks. Feeds by diving in churning water and pools and is somehow able to swim up-current with no apparent exertion. Sexes look quite different, but both have a bright red bill and striped back; male has a white head with black lines, while female has a gray head and bright rusty underparts. Body pattern of male varies regionally from black overall to striped with whitish or rusty."
Salvadorina waigiuensis,Salvadori's Teal,saltea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/205911331/1800,"An unusual duck of alpine lakes and mountain streams. Very distinctive elongated shape with yellow bill, dark head, strong barring on the body and a pointy tail which is cocked when startled. In flight, it has a green panel in the wing bordered with white. It swims with a distinctive head-bobbing motion and feeds by dabbling and diving. It is a strong swimmer and can also do agile leaps onto rocks. Usually silent, but occasional gives a quack or series of “whip-whip-whip” notes."
Sibirionetta formosa,Baikal Teal,baitea,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/57606011/1800,"Males is exquisitely patterned, with an unmistakable green-and-yellow facial pattern, spotted rose-pink breast, and long, drooping scapulars. Female mostly drab brown but with a distinct white spot near the bill base as well as a very weak hint of the male's facial pattern. Breeds in marshy woods and on the tundra. During the non-breeding season, gathers in groups of up to several thousand in marshes and estuaries in northeastern Asia; generally uncommon outside core wintering grounds."
Spatula querquedula,Garganey,gargan,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/150021041/1800,"Small and often rather unobtrusive duck of wetlands with reedy and other fringing vegetation. Handsome male distinctive, with big white eyebrow on dark brown head, pale gray flanks; pale gray forewing striking in flight. Female very similar to female Green-winged Teal but head pattern more contrasting, with paler eyebrow, darker eyestripe, and unstreaked whitish throat. Breeds widely across Eurasia; winters in Africa and southern Asia. Migrants can be on more open water, even tidal mudflats. Associates readily with other ducks; feeds mainly by dabbling."
Spatula hottentota,Blue-billed Teal,hottea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/196657201/1800,"Small brownish duck with a blue bill, dark cap, and a dark smudge on the pale tan cheek. In flight, look for white, black, and green stripes on the wing. Found on freshwater wetlands, lakes, and rice paddies, at low to moderate elevations. Combination of small size, blue bill, and cheek marking separate it from all other ducks and grebes."
Spatula versicolor,Silver Teal,siltea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/103747201/1800,"Distinctive, but rather local and uncommon in Chile (more common in Argentina and elsewhere) in grassy wetlands, reedy marshes, and on lakes. Associates with other waterfowl, but usually is not out on open water and is easily overlooked. Readily identified by small size, dark cap, pale cheeks, and blue bill with yellow patch at base. Range does not overlap with the larger and more boldly patterned Puna Teal."
Spatula puna,Puna Teal,puntea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/20093241/1800,"Handsome and distinctive dabbling duck of the high Andes. Note the black cap, bright pale creamy cheeks, and powder-blue bill. Like most South American dabbling ducks (but unlike most Northern Hemisphere species), sexes look similar year-round, although male on average is brighter and more boldly patterned. Often fairly common on bogs, lakes, and other wetlands, especially with reeds and other emergent vegetation. The smaller and duller Silver Teal occurs in lowlands, not the high Andes."
Spatula discors,Blue-winged Teal,buwtea,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/33376231/1800,"Small duck with chalky-blue patches on the upperwing (visible in flight). Breeding males unmistakable with bold white crescent in front of eye and polka-dotted sides. Females are cold brown overall and intricately patterned. Look for a hint of a pale crescent on the face, as well as a dark eyeline and pale eye-arcs. Usually found in shallow wetlands or marshes, where it can occur in pairs or flocks, sometimes mixed with other species of ducks. Compare with other teal species: female Cinnamon Teal is warmer-toned overall and has a duller face pattern, while female Green-winged Teal is more compact, darker, and has a different wing pattern in flight."
Spatula cyanoptera,Cinnamon Teal,cintea,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/294115331/1800,"Small duck with chalky-blue patches on the upperwing (visible in flight). Breeding males unmistakable with rich reddish-brown color overall. Females are buffy-brownish overall and intricately patterned. Look for rather plain face and longer, more spatulate-shaped bill than Blue-winged Teal. Widespread and fairly common throughout western North America and South America, as far south as Tierra del Fuego. Usually found in shallow wetlands or marshes, where it can occur in pairs or flocks, sometimes mixed with other species of ducks."
Spatula platalea,Red Shoveler,redsho1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/101387891/1800,"Distinctive dabbling duck: combination of very large, slightly shovel-shaped black bill and and pale blue forewing patches (brighter on male) identify all plumages. Male has a pale gray head with pale yellow eyes and a “red” body with black spots. Female is mottled brown overall, but note white sides to pointed tail, big black bill. Fairly common in wetlands and at lakes, river mouths, and sewage lagoons. Unlike many dabbling ducks, often rather quiet."
Spatula smithii,Cape Shoveler,capsho1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/69194181/1800,"A large, elongated, speckled, brown duck with a distinctive and extended spatula-shaped black bill. In flight the sky-blue forewing is distinctive; no other regularly occurring duck species shares this feature. Male has a gray head, yellow eye, and yellow-orange feet; female has a rusty-brown head, dark eye, and gray-yellow feet. Within its range, the Northern Shoveler is an extremely rare vagrant, and it differs from Cape Shoveller by the following features: male in breeding plumage has a green head and chestnut belly; female and juvenile are in general paler and more warmly colored, but some individuals may be inseparable from female Cape Shoveller."
Spatula rhynchotis,Australasian Shoveler,aussho1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/306008461/1800,"Floats low in the water with an enormous ""shovel-like"" bill. Males are more brightly colored and have yellow eyes. Females are plainer brown with darker eyes. Note obvious bright orange legs when scanning a row of perched ducks. Feeds on the surface with head submerged. Usually found in large inland wetlands and sewage ponds."
Spatula clypeata,Northern Shoveler,norsho,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/215033941/1800,"Medium-sized duck; smaller than a Mallard. Huge, spoon-shaped bill visible at a distance and in flight. Breeding males have dark green head, white breast, and chestnut sides and belly. Females buffy-brown with large, distinctive bill. Chalky-blue upperwing. Forages by sifting through the water, often swimming in spirals in groups."
Mareca strepera,Gadwall,gadwal,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/283493481/1800,"Fairly large duck with extensive range across Northern Hemisphere. Males are mostly gray with a black rear end and puffy head. Also look for small white wing patch in flight. Females are similar to Mallard, but note thinner bill, plainer face, orange line along the edge of the bill, and white wing patch in flight. Typically found in pairs or small flocks in shallow wetlands, ponds, or bays, sometimes mixed with other species of ducks."
Mareca falcata,Falcated Duck,falduc,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/538866171/1800,"An East Asian teal-like duck. Males are distinctive, with an iridescent head that flashes green and copper, a silvery body with distinct scalloping, extremely long curved tertials, long pale scapulars, and a triangular white throat patch outlined in dark green. Brownish females resemble female Gadwall but have a dark bill. Breeds in northern interior marshes and winters on rivers, lakes, and coastal wetlands, often in flocks with other ducks."
Mareca penelope,Eurasian Wigeon,eurwig,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/64163431/1800,"Breeding males are beautiful and distinctive with rich reddish-brown head, buffy forehead, pearly gray body, and pinkish breast. Look for large white wing patches in flight. Females are plainer warm brown overall, with a small pale bill. Very difficult to distinguish from female American Wigeon; note warmer brown head on Eurasian with little contrast between head, breast, and sides. Also look for dirty grayish, not bright white, underwings in flight, but this can be difficult to judge, especially at a distance. Widespread and common in Eurasia, breeding at northern latitudes and wintering south to central Africa and Southeast Asia. Typically in flocks on lakes and wetlands, often grazing in nearby fields. Regular winter visitor to North America, especially on the west coast, usually in very small numbers among flocks of American Wigeon."
Mareca americana,American Wigeon,amewig,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/41993701/1800,"Breeding males have obvious white blaze on forehead and broad green slash behind eye. Females are plainer brown with rusty sides. Females are very difficult to distinguish from female Eurasian Wigeon; note colder grayish-brown head on American that contrasts with warmer orangey sides. Also look for brighter white, not gray, underwings in flight, but this can be difficult to judge, especially at a distance. Widespread and common in North America, occasionally wintering as far south as northern South America. Typically in flocks on lakes and wetlands, often grazing in nearby fields. Regular vagrant to Europe."
Mareca sibilatrix,Chiloe Wigeon,chiwig1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/64759771/1800,"Handsome and distinctive duck. Sexes look similar, but male averages brighter. Note the striking face pattern (duller on young and on adults in late summer), bright rusty sides, and bold white forewing patches that show in flight. Often common in wetlands, marshes, at lakes, and along river mouths. Associates readily with other waterfowl, but more often seen on shore, grazing in grassy areas."
Anas sparsa,African Black Duck,afbduc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/23655631/1800,"A chocolate-brown duck with unmarked underparts, a pale-pink-and-black bill, orange legs, and white spots on the back and rump. A secretive and uncommon resident, preferring well-wooded, fast-flowing rivers but also visiting ponds. It forages mainly at dawn and dusk, dabbling for insects and plant matter. Differentiated from the similar Yellow-billed Duck by darker coloration, shorter neck, and dark, not vivid yellow, bill."
Anas undulata,Yellow-billed Duck,yebduc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/119691681/1800,"A brown duck with a vividly yellow bill and white scalloping on the feathers, giving it a scaly appearance, especially on the underparts. A common resident and nomad through Africa’s freshwater and brackish wetlands, where it forages for plants and invertebrates. The similar African Black Duck differs from Yellow-billed Duck by being darker overall and having white spots on the upperparts, a bull-neck, and a pale-pink-and-black bill."
Anas melleri,Meller's Duck,melduc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/120891651/1800,"Large brown duck that is endemic to eastern Madagascar. Its plain brown plumage, blue-gray bill, and large size distinguish it from all other ducks in Madagascar. In flight, look for green and white stripes in the wing. Found mostly at middle elevations, on lakes, streams, rivers, and freshwater wetlands that are usually within or adjacent to rainforest. Rare and endangered."
Anas superciliosa,Pacific Black Duck,pabduc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/595927831/1800,"Mottled brown dabbling duck with distinctive striped head pattern. Note purple/green metallic panel on wing and slightly domed head. Common throughout range, often found on or beside ponds, wetlands, and rivers. Hybridizes with Mallard. Similar to female Mallard but note Pacific Black Duck’s darker coloration and distinctive striped cream head with gray bill, darker legs and feet. Also look for green speculum with black border in flight."
Anas laysanensis,Laysan Duck,layduc,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/41267501/1800,"Highly range-restricted duck with a splotchy white “comma” around each eye. Found only on the Midway Islands, where it is the only resident duck. Forages on sand flats and small saline ponds and lakes on the islands, frequently consuming brine flies. Capable of flight, but typically only traverses short distances within islands. Gives various nasal and grating quacks."
Anas wyvilliana,Hawaiian Duck,hawduc,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/91076581/1800,"A medium-sized duck, similar to female Mallard in appearance, but smaller and darker. Males lack the green head and curled black tail feathers of male Mallards. Both sexes have spotted tail feathers. The bill is dark greenish, with an orange tip in some females. Pure Hawaiian Ducks occur only on Kauai and montane streams and ponds on Hawaii Island. Most or all individuals on other islands are Mallard-Hawaiian Duck hybrids. Occurs in ponds, marshes, taro fields, and streams."
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/98990721/1800,"A large grayish-brown duck with a diagnostic yellow-tipped black bill and a red spot at the base of the bill (missing in certain subspecies). In flight, note the green panel in the wing that is bordered in white. Often seen in small groups dabbling or tipping up in shallow water or walking on marshy land at the edge of freshwater lakes or in cultivated fields. Usually not seen associating with other species. Similar to Eastern Spot-billed Duck, but note green wing panel, lack of a distinct dark ""moustache"", and overall warmer tan coloration."
Anas zonorhyncha,Eastern Spot-billed Duck,spbduc,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/81828241/1800,"Common large duck of lakes, ponds, wet fields, and estuaries. Dark brown overall, with a pale head marked by a whitish eyebrow and two black stripes on the face. Namesake yellow bill spot is visible even from a good distance. White underwings contrast strongly with dark body in flight. Highly adaptable and quite tame, foraging in city parks and small ponds close to human settlements."
Anas platyrhynchos,Mallard,mallar3,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/63736171/1800,"A large duck, generally common and familiar within its extensive range. Males are distinctive with iridescent green head, yellow bill, chestnut breast, and gray body. Females are mottled brown with orange and black splotches on the bill. Found anywhere with water, including city parks, backyard creeks, and various wetland habitats. Often in flocks, and frequently mixes with other duck species. In North America, females can be tricky to distinguish from American Black Duck, Mottled Duck, and Mexican Duck where ranges overlap. Those species are all darker-bodied than Mallard. A good view of the wing can be helpful, too: white wingbars on the leading and trailing edges of the blue wing patch are bolder on Mallard. Frequently hybridizes with those species, which can be even more confusing. Any bird with extensive white in the tail or curled feathers above the tail has some Mallard genes."
Anas diazi,Mexican Duck,mexduc,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/46186291/1800,"Both sexes look like a dark-colored female Mallard. Bill of male is dull yellowish; bill of female is mottled orange and black, like a typical Mallard. In flight, bright white underwings contrast with dark body. Note distinct white stripe in front of iridescent panel on upperwing, compare to Mottled Duck (limited range overlap). Usually in pairs or small flocks; wary in most areas, but in some city parks and urban settings has become fairly tame. In some areas of sw. US, hybridizes with Mallard, producing birds with variably intermediate features."
Anas platyrhynchos/diazi,Mallard/Mexican Duck,mallar,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/39633711/1800,"
Explore eBird
"
Anas rubripes,American Black Duck,ambduc,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/51360971/1800,"A large duck, nearly identical to Mallard in size and shape but with a much darker chocolate-colored body. Bill is yellow with a slight greenish tinge on males, dull grayish-green on females. Note blue wing patch lacks any white borders. Fairly common in northeastern North America, especially along the coast. Large flocks can gather in the winter in saltmarshes and estuaries, but also occurs in smaller numbers on ponds and lakes, often mixed with other duck species. Frequently hybridizes with Mallard. Hybrids usually look darker than typical Mallards and may have an intermediate head pattern; also look for white in the tail or curled feathers above the tail to indicate Mallard genes."
Anas fulvigula,Mottled Duck,motduc,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/77091701/1800,"Dark-bodied with a creamy face. About the same size as Mallard. Overall color is darker than female Mallards and paler than American Black Duck. White bars in wing are very narrow, and may not be noticeable. Males have bright yellow bill, females have duller olive bill. Inhabits wetlands of Florida and coastal areas from Louisiana to Mexico."
Anas capensis,Cape Teal,captea1,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/113421231/1800,"Medium-sized, pale gray duck with a pink bill. In flight, shows a green patch that is surrounded by white. Prefers saltwater wetlands such as natural saltpans and man-made saltworks but sometimes also uses freshwater wetlands. Similar to Red-billed Duck, but without a dark cap, and with paler overall coloration. Pink bill separates Cape Teal from all other ducks and grebes in the region."
Anas bahamensis,White-cheeked Pintail,whcpin,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/65081031/1800,"Very distinctive duck with its white cheeks, throat, and tail contrasting with its brown body. The bill is dark with red sides at the base. In flight shows pale brown and green patches on the wings. Both sexes similar. Found in both fresh and saline wetlands."
